Error number,Symbol
4069,ER_CHANGE_REP_SOURCE_CANT_DISABLE_AUTO_POS_WITHOUT_POSITIONS
4070,ER_CHANGE_REP_SOURCE_GR_CHANNEL_WITH_GTID_MODE_NOT_ON
4071,ER_CANT_USE_GTID_ONLY_WITH_GTID_MODE_NOT_ON
4072,ER_WARN_C_DISABLE_GTID_ONLY_WITH_SOURCE_AUTO_POS_INVALID_POS
4073,ER_DA_SSL_FIPS_MODE_ERROR
4074,ER_VALUE_OUT_OF_RANGE
4075,ER_FULLTEXT_WITH_ROLLUP
4076,ER_REGEXP_MISSING_RESOURCE
4077,ER_WARN_REGEXP_USING_DEFAULT
4078,ER_REGEXP_MISSING_FILE
4079,ER_WARN_DEPRECATED_COLLATION
4080,ER_CONCURRENT_PROCEDURE_USAGE
4081,ER_DA_GLOBAL_CONN_LIMIT
4082,ER_DA_CONN_LIMIT
4083,ER_ALTER_OPERATION_NOT_SUPPORTED_REASON_COLUMN_TYPE_INSTANT
4084,ER_WARN_SF_UDF_NAME_COLLISION
4085,ER_CANNOT_PURGE_BINLOG_WITH_BACKUP_LOCK
4086,ER_TOO_MANY_WINDOWS
4087,ER_MYSQLBACKUP_CLIENT_MSG
4088,ER_COMMENT_CONTAINS_INVALID_STRING
4089,ER_DEFINITION_CONTAINS_INVALID_STRING
4090,ER_CANT_EXECUTE_COMMAND_WITH_ASSIGNED_GTID_NEXT
4091,ER_XA_TEMP_TABLE
4092,ER_INNODB_MAX_ROW_VERSION
4094,ER_OPERATION_NOT_ALLOWED_WHILE_PRIMARY_CHANGE_IS_RUNNING
4095,ER_WARN_DEPRECATED_DATETIME_DELIMITER
4096,ER_WARN_DEPRECATED_SUPERFLUOUS_DELIMITER
4097,ER_CANNOT_PERSIST_SENSITIVE_VARIABLES
4098,ER_WARN_CANNOT_SECURELY_PERSIST_SENSITIVE_VARIABLES
4099,ER_WARN_TRG_ALREADY_EXISTS
4100,ER_IF_NOT_EXISTS_UNSUPPORTED_TRG_EXISTS_ON_DIFFERENT_TABLE
4101,ER_IF_NOT_EXISTS_UNSUPPORTED_UDF_NATIVE_FCT_NAME_COLLISION
4102,ER_SET_PASSWORD_AUTH_PLUGIN_ERROR
4105,ER_SRS_INVALID_LATITUDE_OF_ORIGIN
4106,ER_SRS_INVALID_LONGITUDE_OF_ORIGIN
4107,ER_SRS_UNUSED_PROJ_PARAMETER_PRESENT
4108,ER_GIPK_COLUMN_EXISTS
4109,ER_GIPK_FAILED_AUTOINC_COLUMN_EXISTS
4110,ER_GIPK_COLUMN_ALTER_NOT_ALLOWED
4111,ER_DROP_PK_COLUMN_TO_DROP_GIPK
4112,ER_CREATE_SELECT_WITH_GIPK_DISALLOWED_IN_SBR
4114,ER_CTE_RECURSIVE_NOT_UNION
4115,ER_COMMAND_BACKEND_FAILED_TO_FETCH_SECURITY_CTX
4116,ER_COMMAND_SERVICE_BACKEND_FAILED
4117,ER_CLIENT_FILE_PRIVILEGE_FOR_REPLICATION_CHECKS
4118,ER_GROUP_REPLICATION_FORCE_MEMBERS_COMMAND_FAILURE
4119,ER_WARN_DEPRECATED_IDENT
4120,ER_INTERSECT_ALL_MAX_DUPLICATES_EXCEEDED
4121,ER_TP_QUERY_THRS_PER_GRP_EXCEEDS_TXN_THR_LIMIT
4122,ER_BAD_TIMESTAMP_FORMAT
4123,ER_SHAPE_PRIDICTION_UDF
4124,ER_SRS_INVALID_HEIGHT
4125,ER_SRS_INVALID_SCALING
4126,ER_SRS_INVALID_ZONE_WIDTH
4127,ER_SRS_INVALID_LATITUDE_POLAR_STERE_VAR_A
4128,ER_WARN_DEPRECATED_CLIENT_NO_SCHEMA_OPTION
4129,ER_TABLE_NOT_EMPTY
4130,ER_TABLE_NO_PRIMARY_KEY
4131,ER_TABLE_IN_SHARED_TABLESPACE
4132,ER_INDEX_OTHER_THAN_PK
4133,ER_LOAD_BULK_DATA_UNSORTED
4134,ER_BULK_EXECUTOR_ERROR
4135,ER_BULK_READER_LIBCURL_INIT_FAILED
4136,ER_BULK_READER_LIBCURL_ERROR
4137,ER_BULK_READER_SERVER_ERROR
4138,ER_BULK_READER_COMMUNICATION_ERROR
4139,ER_BULK_LOAD_DATA_FAILED
4140,ER_BULK_LOADER_COLUMN_TOO_BIG_FOR_LEFTOVER_BUFFER
4141,ER_BULK_LOADER_COMPONENT_ERROR
4142,ER_BULK_LOADER_FILE_CONTAINS_LESS_LINES_THAN_IGNORE_CLAUSE
4143,ER_BULK_PARSER_MISSING_ENCLOSED_BY
4144,ER_BULK_PARSER_ROW_BUFFER_MAX_TOTAL_COLS_EXCEEDED
4145,ER_BULK_PARSER_COPY_BUFFER_SIZE_EXCEEDED
4146,ER_BULK_PARSER_UNEXPECTED_END_OF_INPUT
4147,ER_BULK_PARSER_UNEXPECTED_ROW_TERMINATOR
4148,ER_BULK_PARSER_UNEXPECTED_CHAR_AFTER_ENDING_ENCLOSED_BY
4149,ER_BULK_PARSER_UNEXPECTED_CHAR_AFTER_NULL_ESCAPE
4150,ER_BULK_PARSER_UNEXPECTED_CHAR_AFTER_COLUMN_TERMINATOR
4151,ER_BULK_PARSER_INCOMPLETE_ESCAPE_SEQUENCE
4152,ER_LOAD_BULK_DATA_FAILED
4153,ER_LOAD_BULK_DATA_WRONG_VALUE_FOR_FIELD
4154,ER_LOAD_BULK_DATA_WARN_NULL_TO_NOTNULL
4155,ER_REQUIRE_TABLE_PRIMARY_KEY_CHECK_GENERATE_WITH_GR
4156,ER_CANT_CHANGE_SYS_VAR_IN_READ_ONLY_MODE
4157,ER_INNODB_INSTANT_ADD_DROP_NOT_SUPPORTED_MAX_SIZE
4158,ER_INNODB_INSTANT_ADD_NOT_SUPPORTED_MAX_FIELDS
4159,ER_CANT_SET_PERSISTED
4160,ER_INSTALL_COMPONENT_SET_NULL_VALUE
4161,ER_INSTALL_COMPONENT_SET_UNUSED_VALUE
4162,ER_WARN_DEPRECATED_USER_DEFINED_COLLATIONS
4163,ER_USER_LOCK_OVERLONG_NAME
4164,ER_WARN_NO_SPACE_VERSION_COMMENT
4165,ER_VALIDATE_PASSWORD_INSUFFICIENT_CHANGED_CHARACTERS
4166,ER_WARN_DEPRECATED_WITH_NOTE
4167,ER_CANT_RUN_COMMAND_SERVICES_RECURSIVELY
6000,ER_LANGUAGE_COMPONENT
6001,ER_LANGUAGE_COMPONENT_NOT_AVAILABLE
6002,ER_LANGUAGE_COMPONENT_UNSUPPORTED_LANGUAGE
6003,ER_LANGUAGE_COMPONENT_CANNOT_UNINSTALL
6004,ER_SP_NO_ALTER_LANGUAGE
6005,ER_EXPLAIN_INTO_ANALYZE_NOT_SUPPORTED
6006,ER_EXPLAIN_INTO_IMPLICIT_FORMAT_NOT_SUPPORTED
6007,ER_EXPLAIN_INTO_FORMAT_NOT_SUPPORTED
6008,ER_NULL_CANT_BE_PERSISTED_FOR_READONLY
6009,ER_EXPLAIN_INTO_FOR_CONNECTION_NOT_SUPPORTED
6010,ER_INNODB_IMPORT_WRONG_DROPPED_ENUM_LENGTH
6011,ER_INNODB_IMPORT_WRONG_NUMBER_OF_INDEXES_ZERO
6012,ER_INNODB_IMPORT_WRONG_NUMBER_OF_INDEXES_TOO_HIGH
6013,ER_INNODB_IMPORT_DROP_COL_METADATA_MISMATCH
6014,ER_INNODB_IMPORT_ENUM_NULL_TERMINATOR_MISSING
6015,ER_SIMULATED_INJECTION_ERROR
6016,ER_WARN_DEPRECATED_DYNAMIC_PRIV_IN_GRANT
6017,ER_BULK_MULTI_READER_OPEN_FILE_FAILED
6018,ER_BULK_MULTI_READER_READ_FILE_FAILED
6019,ER_BULK_MERGE_INVALID_CHUNK
6020,ER_BULK_MERGE_NOT_ALL_CHUNKS_CONSUMED
6021,ER_BULK_WRITER_LIBCURL_INIT_FAILED
6022,ER_BULK_WRITER_LIBCURL_ERROR
6023,ER_BULK_SORTING_LOADER_WRITE
6024,ER_BULK_SORTING_LOADER_WAIT
6025,ER_BULK_READER_OPEN_FILE_FAILED
6026,ER_BULK_LOAD_TABLE_HAS_INSTANT_COLS
6027,ER_BULK_LOAD_RESOURCE
6028,ER_BULK_LOAD_SECONDARY_ENGINE
6029,ER_BULK_READER_ERROR
6030,ER_BULK_READER_FILE_DOESNT_EXIST
6031,ER_BULK_READER_COULDNT_RESOLVE_HOST
6032,ER_START_REPLICA_CHANNEL_INVALID_CONFIGURATION
6033,ER_CANNOT_EXECUTE_IN_PRIMARY
6034,ER_TOO_MANY_GROUP_BY_MODIFIER_BRANCHES
6035,ER_WARN_DEPRECATED_ENGINE_SYNTAX_NO_REPLACEMENT
6036,ER_QUALIFY_WITHOUT_WINDOW_FUNCTION
6037,ER_SUPPORTED_ONLY_WITH_HYPERGRAPH
6038,ER_SPECIFIC_ACCESS_DENIED
6039,ER_CANT_SET_GTID_NEXT_TO_AUTOMATIC_TAGGED_WHEN_GTID_MODE_IS_OFF
6040,ER_GTID_NEXT_TAG_GTID_MODE_OFF
6041,ER_LH_COL_NOT_NULLABLE
6042,ER_LH_WARN_COL_MISSING_NOT_NULLABLE
6043,ER_LH_COL_IS_EMPTY
6044,ER_LH_COL_IS_EMPTY_WARN
6045,ER_LH_BAD_VALUE
6046,ER_LH_DECIMAL_UNKNOWN_ERR
6047,ER_LH_DECIMAL_OOM_ERR
6048,ER_LH_WARN_DECIMAL_ROUNDING
6049,ER_LH_DECIMAL_PRECISION_EXCEEDS_SCHEMA
6050,ER_LH_EXCEEDS_MIN
6051,ER_LH_EXCEEDS_MAX
6052,ER_LH_WARN_EXCEEDS_MIN_TRUNCATING
6053,ER_LH_WARN_EXCEEDS_MAX_TRUNCATING
6054,ER_LH_REAL_IS_NAN
6055,ER_LH_OUT_OF_RANGE
6056,ER_LH_DATETIME_FORMAT
6057,ER_LH_WARN_TRUNCATED
6058,ER_LH_CANNOT_CONVERT_STRING
6059,ER_LH_RESOURCE_PRINCIPAL_ERR
6060,ER_LH_AWS_AUTH_ERR
6061,ER_LH_CSV_PARSING_ERR
6062,ER_LH_COLUMN_MISMATCH_ERR
6063,ER_LH_COLUMN_MAX_ERR
6064,ER_LH_CHARSET_UNSUPPORTED
6065,ER_LH_PARQUET_DECIMAL_CONVERSION_ERR
6066,ER_LH_STRING_TOO_LONG
6067,ER_LH_RESOURCE_PRINCIPAL_BUCKET_ERR
6068,ER_LH_NO_FILES_FOUND
6069,ER_LH_EMPTY_FILE
6070,ER_LH_DUPLICATE_FILE
6071,ER_LH_AVRO_SCHEMA_DEPTH_EXCEEDS_MAX
6072,ER_LH_AVRO_HEADER_MISMATCH
6073,ER_LH_AVRO_ENUM_CANNOT_CONVERT_CHARSET
6074,ER_LH_AVRO_ENUM_MISMATCH
6075,ER_LH_AVRO_TYPE_CANNOT_CONVERT
6076,ER_LH_AVRO_FILE_ENDS_UNEXPECTEDLY
6077,ER_LH_AVRO_FILE_DATA_CORRUPT
6078,ER_LH_AVRO_INVALID_UNION
6079,ER_LH_AVRO_INVALID_BLOCK_SIZE
6080,ER_LH_AVRO_INVALID_BLOCK_RECORD_COUNT
6081,ER_LH_FORMAT_HEADER_NO_MAGIC_BYTES
6082,ER_LH_AVRO_HEADER_METADATA_ERR
6083,ER_LH_AVRO_HEADER_NO_SCHEMA
6084,ER_LH_AVRO_NO_CODEC_IN_HEADER
6085,ER_LH_AVRO_INVALID_NAME_IN_SCHEMA
6086,ER_LH_AVRO_DECODING_ERR
6087,ER_LH_PARQUET_NON_UTF8_FILE_ENC
6088,ER_LH_PARQUET_SCHEMA_MISMATCH
6089,ER_LH_PARQUET_ROW_GROUP_SIZE_EXCEEDS_MAX
6090,ER_LH_PARQUET_CANNOT_LOCATE_OFFSET
6091,ER_LH_PARQUET_TYPE_CANNOT_CONVERT
6092,ER_LH_PARQUET_CANNOT_LOCATE_SCHEMA
6093,ER_LH_INFER_SCHEMA_MISMATCH
6094,ER_LH_OOM
6095,ER_LH_WARN_INFER_SKIPPED_LINES
6096,ER_LH_WARN_INFER_SKIPPED_FILES
6097,ER_LH_INFER_FILE_HAS_NO_DATA
6098,ER_LH_INFER_NO_DATA
6099,ER_LH_INFER_NO_FILES
6100,ER_LH_WARN_INFER_USE_DEFAULT_COL_NAMES
6101,ER_LH_PARQUET_CANNOT_READ_HEADER
6102,ER_LH_INFER_WARN_GOT_EXCEPTION
6103,ER_LH_AVRO_CANNOT_PARSE_HEADER
6104,ER_LH_PARQUET_CANT_OPEN_FILE
6105,ER_LH_TOO_LARGE_VALUE_ERR
6106,ER_LH_TOO_LARGE_ROW_ERR
6107,ER_TABLESAMPLE_PERCENTAGE
6108,ER_TABLESAMPLE_ONLY_ON_BASE_TABLES
6110,ER_RESULT_SIZE_LIMIT_EXCEEDED
6111,ER_LANGUAGE_COMPONENT_INTERNAL
6112,ER_LANGUAGE_COMPONENT_CONCURRENCY_LIMIT
6113,ER_LANGUAGE_COMPONENT_RUNTIME
6114,ER_LANGUAGE_COMPONENT_TIMEZONE
6115,ER_LANGUAGE_COMPONENT_KEYWORD
6116,ER_LANGUAGE_COMPONENT_SET_SYSTEM_VARIABLE
6117,ER_LANGUAGE_COMPONENT_UNSUPPORTED_TYPE
6118,ER_LANGUAGE_COMPONENT_CONVERSION
6119,ER_WARN_SP_STATEMENT_PARTIALLY_EXECUTED
6120,ER_STMT_EXECUTION_NOT_ALLOWED_WITHIN_SP_OR_TRG_OR_UDF
6121,ER_LH_JSON_PARSING
6122,ER_ENGINE_CANNOT_BE_DEFAULT
6123,ER_PARTITION_PREFIX_KEY_NOT_SUPPORTED
6124,ER_WARN_DEPRECATED_NON_STANDARD_KEY
6125,ER_FK_NO_UNIQUE_INDEX_PARENT
6126,ER_ACCESS_DENIED_NO_PROXY_GRANT
6127,ER_ACCESS_DENIED_NO_PROXY
6128,ER_LH_USER_DATA_ACCESS_FAILED
6129,ER_BULK_READER_ZSTD_ERROR
6130,ER_BULK_PARSER_ERROR
6131,ER_LH_INVALID_JSON_FILE_FORMAT_SCHEMA
6132,ER_LH_INFER_JSON_INVALID_SCHEMA
6133,ER_LH_JSON_FILE_FORMAT_WARN_INFER_SCHEMA
6134,ER_NON_SCALAR_USED_AS_KEY
6135,ER_INCOMPATIBLE_TYPE_AGG
6136,ER_DATA_INCOMPATIBLE_WITH_VECTOR
6137,ER_EXCEEDS_VECTOR_MAX_DIMENSIONS
6138,ER_TO_VECTOR_CONVERSION
6139,ER_EXTERNAL_UNSUPPORTED_INDEX_ALGORITHM
6140,ER_TP_CANNOT_DISABLE_MTL_WITH_DL
MY-010000,ER_PARSER_TRACE
MY-010001,ER_BOOTSTRAP_CANT_THREAD
MY-010002,ER_TRIGGER_INVALID_VALUE
MY-010003,ER_OPT_WRONG_TREE
MY-010004,ER_DD_FAILSAFE
MY-010005,ER_DD_NO_WRITES_NO_REPOPULATION
MY-010006,ER_DD_VERSION_FOUND
MY-010007,ER_DD_VERSION_INSTALLED
MY-010008,ER_DD_VERSION_UNSUPPORTED
MY-010010,ER_LOG_SYSLOG_CANNOT_OPEN
MY-010011,ER_LOG_SLOW_CANNOT_OPEN
MY-010012,ER_LOG_GENERAL_CANNOT_OPEN
MY-010013,ER_LOG_CANNOT_WRITE
MY-010014,ER_RPL_ZOMBIE_ENCOUNTERED
MY-010015,ER_RPL_GTID_TABLE_CANNOT_OPEN
MY-010016,ER_SYSTEM_SCHEMA_NOT_FOUND
MY-010017,ER_DD_INIT_UPGRADE_FAILED
MY-010018,ER_VIEW_UNKNOWN_CHARSET_OR_COLLATION
MY-010019,ER_DD_VIEW_CANT_ALLOC_CHARSET
MY-010020,ER_DD_INIT_FAILED
MY-010021,ER_DD_UPDATING_PLUGIN_MD_FAILED
MY-010023,ER_DD_VIEW_CANT_CREATE
MY-010024,ER_DD_METADATA_NOT_FOUND
MY-010025,ER_DD_CACHE_NOT_EMPTY_AT_SHUTDOWN
MY-010026,ER_DD_OBJECT_REMAINS
MY-010027,ER_DD_OBJECT_REMAINS_IN_RELEASER
MY-010028,ER_DD_OBJECT_RELEASER_REMAINS
MY-010029,ER_DD_CANT_GET_OBJECT_KEY
MY-010030,ER_DD_CANT_CREATE_OBJECT_KEY
MY-010031,ER_CANT_CREATE_HANDLE_MGR_THREAD
MY-010032,ER_RPL_REPO_HAS_GAPS
MY-010033,ER_INVALID_VALUE_FOR_ENFORCE_GTID_CONSISTENCY
MY-010034,ER_CHANGED_ENFORCE_GTID_CONSISTENCY
MY-010035,ER_CHANGED_GTID_MODE
MY-010036,ER_DISABLED_STORAGE_ENGINE_AS_DEFAULT
MY-010037,ER_DEBUG_SYNC_HIT
MY-010038,ER_DEBUG_SYNC_EXECUTED
MY-010039,ER_DEBUG_SYNC_THREAD_MAX
MY-010040,ER_DEBUG_SYNC_OOM
MY-010041,ER_CANT_INIT_TC_LOG
MY-010042,ER_EVENT_CANT_INIT_QUEUE
MY-010043,ER_EVENT_PURGING_QUEUE
MY-010044,ER_EVENT_LAST_EXECUTION
MY-010045,ER_EVENT_MESSAGE_STACK
MY-010046,ER_EVENT_EXECUTION_FAILED
MY-010047,ER_CANT_INIT_SCHEDULER_THREAD
MY-010048,ER_SCHEDULER_STOPPED
MY-010049,ER_CANT_CREATE_SCHEDULER_THREAD
MY-010050,ER_SCHEDULER_WAITING
MY-010051,ER_SCHEDULER_STARTED
MY-010052,ER_SCHEDULER_STOPPING_FAILED_TO_GET_EVENT
MY-010053,ER_SCHEDULER_STOPPING_FAILED_TO_CREATE_WORKER
MY-010054,ER_SCHEDULER_KILLING
MY-010055,ER_UNABLE_TO_RESOLVE_IP
MY-010056,ER_UNABLE_TO_RESOLVE_HOSTNAME
MY-010057,ER_HOSTNAME_RESEMBLES_IPV4
MY-010058,ER_HOSTNAME_DOESNT_RESOLVE_TO
MY-010059,ER_ADDRESSES_FOR_HOSTNAME_HEADER
MY-010060,ER_ADDRESSES_FOR_HOSTNAME_LIST_ITEM
MY-010061,ER_TRG_WITHOUT_DEFINER
MY-010062,ER_TRG_NO_CLIENT_CHARSET
MY-010063,ER_PARSING_VIEW
MY-010064,ER_COMPONENTS_INFRASTRUCTURE_BOOTSTRAP
MY-010065,ER_COMPONENTS_INFRASTRUCTURE_SHUTDOWN
MY-010066,ER_COMPONENTS_PERSIST_LOADER_BOOTSTRAP
MY-010067,ER_DEPART_WITH_GRACE
MY-010068,ER_CA_SELF_SIGNED
MY-010069,ER_SSL_LIBRARY_ERROR
MY-010070,ER_NO_THD_NO_UUID
MY-010071,ER_UUID_SALT
MY-010072,ER_UUID_IS
MY-010073,ER_UUID_INVALID
MY-010074,ER_UUID_SCRUB
MY-010075,ER_CREATING_NEW_UUID
MY-010076,ER_CANT_CREATE_UUID
MY-010077,ER_UNKNOWN_UNSUPPORTED_STORAGE_ENGINE
MY-010078,ER_SECURE_AUTH_VALUE_UNSUPPORTED
MY-010079,ER_INVALID_INSTRUMENT
MY-010080,ER_INNODB_MANDATORY
MY-010083,ER_VERBOSE_REQUIRES_HELP
MY-010084,ER_POINTLESS_WITHOUT_SLOWLOG
MY-010085,ER_WASTEFUL_NET_BUFFER_SIZE
MY-010086,ER_DEPRECATED_TIMESTAMP_IMPLICIT_DEFAULTS
MY-010087,ER_FT_BOOL_SYNTAX_INVALID
MY-010088,ER_CREDENTIALLESS_AUTO_USER_BAD
MY-010089,ER_CONNECTION_HANDLING_OOM
MY-010090,ER_THREAD_HANDLING_OOM
MY-010091,ER_CANT_CREATE_TEST_FILE
MY-010092,ER_CANT_CREATE_PID_FILE
MY-010093,ER_CANT_REMOVE_PID_FILE
MY-010094,ER_CANT_CREATE_SHUTDOWN_THREAD
MY-010095,ER_SEC_FILE_PRIV_CANT_ACCESS_DIR
MY-010096,ER_SEC_FILE_PRIV_IGNORED
MY-010097,ER_SEC_FILE_PRIV_EMPTY
MY-010098,ER_SEC_FILE_PRIV_NULL
MY-010099,ER_SEC_FILE_PRIV_DIRECTORY_INSECURE
MY-010100,ER_SEC_FILE_PRIV_CANT_STAT
MY-010101,ER_SEC_FILE_PRIV_DIRECTORY_PERMISSIONS
MY-010102,ER_SEC_FILE_PRIV_ARGUMENT_TOO_LONG
MY-010103,ER_CANT_CREATE_NAMED_PIPES_THREAD
MY-010104,ER_CANT_CREATE_TCPIP_THREAD
MY-010105,ER_CANT_CREATE_SHM_THREAD
MY-010106,ER_CANT_CREATE_INTERRUPT_THREAD
MY-010107,ER_WRITABLE_CONFIG_REMOVED
MY-010108,ER_CORE_VALUES
MY-010109,ER_WRONG_DATETIME_SPEC
MY-010110,ER_RPL_BINLOG_FILTERS_OOM
MY-010111,ER_KEYCACHE_OOM
MY-010112,ER_CONFIRMING_THE_FUTURE
MY-010113,ER_BACK_IN_TIME
MY-010114,ER_FUTURE_DATE
MY-010115,ER_UNSUPPORTED_DATE
MY-010116,ER_STARTING_AS
MY-010117,ER_SHUTTING_DOWN_REPLICA_THREADS
MY-010118,ER_DISCONNECTING_REMAINING_CLIENTS
MY-010119,ER_ABORTING
MY-010120,ER_BINLOG_END
MY-010121,ER_CALL_ME_LOCALHOST
MY-010122,ER_USER_REQUIRES_ROOT
MY-010123,ER_REALLY_RUN_AS_ROOT
MY-010124,ER_USER_WHAT_USER
MY-010125,ER_TRANSPORTS_WHAT_TRANSPORTS
MY-010126,ER_FAIL_SETGID
MY-010127,ER_FAIL_SETUID
MY-010128,ER_FAIL_SETREGID
MY-010129,ER_FAIL_SETREUID
MY-010130,ER_FAIL_CHROOT
MY-010131,ER_WIN_LISTEN_BUT_HOW
MY-010132,ER_NOT_RIGHT_NOW
MY-010133,ER_FIXING_CLIENT_CHARSET
MY-010134,ER_OOM
MY-010135,ER_FAILED_TO_LOCK_MEM
MY-010136,ER_MYINIT_FAILED
MY-010137,ER_BEG_INITFILE
MY-010138,ER_END_INITFILE
MY-010139,ER_CHANGED_MAX_OPEN_FILES
MY-010140,ER_CANT_INCREASE_MAX_OPEN_FILES
MY-010141,ER_CHANGED_MAX_CONNECTIONS
MY-010142,ER_CHANGED_TABLE_OPEN_CACHE
MY-010143,ER_THE_USER_ABIDES
MY-010144,ER_RPL_CANT_ADD_DO_TABLE
MY-010145,ER_RPL_CANT_ADD_IGNORE_TABLE
MY-010146,ER_TRACK_VARIABLES_BOGUS
MY-010147,ER_EXCESS_ARGUMENTS
MY-010148,ER_VERBOSE_HINT
MY-010149,ER_CANT_READ_ERRMSGS
MY-010150,ER_CANT_INIT_DBS
MY-010151,ER_LOG_OUTPUT_CONTRADICTORY
MY-010152,ER_NO_CSV_NO_LOG_TABLES
MY-010153,ER_RPL_REWRITEDB_MISSING_ARROW
MY-010154,ER_RPL_REWRITEDB_EMPTY_FROM
MY-010155,ER_RPL_REWRITEDB_EMPTY_TO
MY-010156,ER_LOG_FILES_GIVEN_LOG_OUTPUT_IS_TABLE
MY-010157,ER_LOG_FILE_INVALID
MY-010158,ER_LOWER_CASE_TABLE_NAMES_CS_DD_ON_CI_FS_UNSUPPORTED
MY-010159,ER_LOWER_CASE_TABLE_NAMES_USING_2
MY-010160,ER_LOWER_CASE_TABLE_NAMES_USING_0
MY-010161,ER_NEED_LOG_BIN
MY-010162,ER_NEED_FILE_INSTEAD_OF_DIR
MY-010163,ER_LOG_BIN_BETTER_WITH_NAME
MY-010164,ER_BINLOG_NEEDS_SERVERID
MY-010165,ER_RPL_CANT_MAKE_PATHS
MY-010166,ER_CANT_INITIALIZE_GTID
MY-010167,ER_CANT_INITIALIZE_EARLY_PLUGINS
MY-010168,ER_CANT_INITIALIZE_BUILTIN_PLUGINS
MY-010169,ER_CANT_INITIALIZE_DYNAMIC_PLUGINS
MY-010170,ER_PERFSCHEMA_INIT_FAILED
MY-010171,ER_STACKSIZE_UNEXPECTED
MY-010173,ER_CANT_STAT_DATADIR
MY-010174,ER_CANT_CHOWN_DATADIR
MY-010175,ER_CANT_SET_UP_PERSISTED_VALUES
MY-010176,ER_CANT_SAVE_GTIDS
MY-010178,ER_CANT_JOIN_SHUTDOWN_THREAD
MY-010179,ER_CANT_HASH_DO_AND_IGNORE_RULES
MY-010180,ER_CANT_OPEN_CA
MY-010181,ER_CANT_ACCESS_CAPATH
MY-010182,ER_SSL_TRYING_DATADIR_DEFAULTS
MY-010183,ER_AUTO_OPTIONS_FAILED
MY-010184,ER_CANT_INIT_TIMER
MY-010185,ER_SERVERID_TOO_LARGE
MY-010186,ER_DEFAULT_SE_UNAVAILABLE
MY-010187,ER_CANT_OPEN_ERROR_LOG
MY-010188,ER_INVALID_ERROR_LOG_NAME
MY-010189,ER_RPL_INFINITY_DENIED
MY-010190,ER_RPL_INFINITY_IGNORED
MY-010192,ER_TABLE_CHECK_INTACT
MY-010193,ER_DD_TABLESPACE_NOT_FOUND
MY-010194,ER_DD_TRG_CONNECTION_COLLATION_MISSING
MY-010195,ER_DD_TRG_DB_COLLATION_MISSING
MY-010196,ER_DD_TRG_DEFINER_OOM
MY-010197,ER_DD_TRG_FILE_UNREADABLE
MY-010198,ER_TRG_CANT_PARSE
MY-010199,ER_DD_TRG_CANT_ADD
MY-010200,ER_DD_CANT_RESOLVE_VIEW
MY-010201,ER_DD_VIEW_WITHOUT_DEFINER
MY-010202,ER_PLUGIN_INIT_FAILED
MY-010203,ER_RPL_TRX_DELEGATES_INIT_FAILED
MY-010204,ER_RPL_BINLOG_STORAGE_DELEGATES_INIT_FAILED
MY-010205,ER_RPL_BINLOG_TRANSMIT_DELEGATES_INIT_FAILED
MY-010206,ER_RPL_BINLOG_RELAY_DELEGATES_INIT_FAILED
MY-010207,ER_RPL_PLUGIN_FUNCTION_FAILED
MY-010208,ER_SQL_HA_READ_FAILED
MY-010209,ER_SR_BOGUS_VALUE
MY-010210,ER_SR_INVALID_CONTEXT
MY-010211,ER_READING_TABLE_FAILED
MY-010212,ER_DES_FILE_WRONG_KEY
MY-010214,ER_JSON_PARSE_ERROR
MY-010215,ER_CONFIG_OPTION_WITHOUT_GROUP
MY-010216,ER_VALGRIND_DO_QUICK_LEAK_CHECK
MY-010217,ER_VALGRIND_COUNT_LEAKS
MY-010218,ER_LOAD_DATA_INFILE_FAILED_IN_UNEXPECTED_WAY
MY-010219,ER_UNKNOWN_ERROR_NUMBER
MY-010220,ER_UDF_CANT_ALLOC_FOR_STRUCTURES
MY-010221,ER_UDF_CANT_ALLOC_FOR_FUNCTION
MY-010222,ER_UDF_INVALID_ROW_IN_FUNCTION_TABLE
MY-010223,ER_UDF_CANT_OPEN_FUNCTION_TABLE
MY-010224,ER_XA_RECOVER_FOUND_TRX_IN_SE
MY-010225,ER_XA_RECOVER_FOUND_XA_TRX
MY-010229,ER_XA_STARTING_RECOVERY
MY-010230,ER_XA_NO_MULTI_2PC_HEURISTIC_RECOVER
MY-010231,ER_XA_RECOVER_EXPLANATION
MY-010232,ER_XA_RECOVERY_DONE
MY-010233,ER_TRX_GTID_COLLECT_REJECT
MY-010234,ER_SQL_AUTHOR_DEFAULT_ROLES_FAIL
MY-010235,ER_SQL_USER_TABLE_CREATE_WARNING
MY-010236,ER_SQL_USER_TABLE_ALTER_WARNING
MY-010237,ER_ROW_IN_WRONG_PARTITION_PLEASE_REPAIR
MY-010238,ER_MYISAM_CRASHED_ERROR_IN_THREAD
MY-010239,ER_MYISAM_CRASHED_ERROR_IN
MY-010240,ER_TOO_MANY_STORAGE_ENGINES
MY-010241,ER_SE_TYPECODE_CONFLICT
MY-010242,ER_TRX_WRITE_SET_OOM
MY-010243,ER_HANDLERTON_OOM
MY-010244,ER_CONN_SHM_LISTENER
MY-010245,ER_CONN_SHM_CANT_CREATE_SERVICE
MY-010246,ER_CONN_SHM_CANT_CREATE_CONNECTION
MY-010247,ER_CONN_PIP_CANT_CREATE_EVENT
MY-010248,ER_CONN_PIP_CANT_CREATE_PIPE
