"_time",accountId,awsRegion,eventName,sourcetype,"src_ip",user,userAgent
"1515603462.000",179022047600,"eu-west-2",ListFunctions20150331,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515604996.000",684311760400,"us-east-1",GetCallerIdentity,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515606392.000",576106252800,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515606392.000",41891115200,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515606427.000",111589815029,"us-west-2",AuthorizeSecurityGroupEgress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515606452.000",494924884400,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515606453.000",673826036800,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515607112.000",207159256800,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515607163.000",11824417200,"us-east-1",GetCallerIdentity,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515607163.000",571257024800,"us-east-1",GetCallerIdentity,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515607172.000",508802904800,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515607172.000",63984577200,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515607232.000",292034581200,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515607240.000",789422959200,"us-east-1",GetCallerIdentity,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607276.000",726050964800,"us-east-1",ListDistributions,"aws:cloudtrail","86.1.123.21",bob,"Boto/2.47.0 Python/2.7.13 Linux/4.4.0-104-generic"
"1515607276.000",805512308400,"us-east-1",ListDistributions,"aws:cloudtrail","86.1.123.21",bob,"Boto/2.47.0 Python/2.7.13 Linux/4.4.0-104-generic"
"1515607277.000",111589835200,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607277.000",157982094000,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607277.000",346807754000,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607277.000",462876197600,"us-east-1",ListUsers,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607277.000",497819608400,"us-east-1",GetAccountPasswordPolicy,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607278.000",468337622000,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607615.000",536145100800,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515607615.000",193857962800,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515608912.000",828635741200,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515608963.000",376240867600,"us-east-1",GetCallerIdentity,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515608963.000",219993858000,"us-east-1",GetCallerIdentity,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515608972.000",522244334400,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515608972.000",589068784800,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515609032.000",544397935600,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515609032.000",355514225200,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515609415.000",657951892400,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515609416.000",623412628800,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515609791.000",111589815029,"us-west-2",AuthorizeSecurityGroupEgress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515609797.000",583088452000,"us-east-1",GetCallerIdentity,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612040.000",21094711600,"us-east-1",GetCallerIdentity,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612676.000",337891174000,"us-east-1",ListDistributions,"aws:cloudtrail","54.183.221.196",chuck,"Boto/2.32.1 Python/2.6.9 Linux/4.4.23-31.54.amzn1.x86_64"
"1515612676.000",337891174000,"us-east-1",ListDistributions,"aws:cloudtrail","86.1.123.21",bob,"Boto/2.47.0 Python/2.7.13 Linux/4.4.0-104-generic"
"1515612676.000",662546232800,"us-east-1",ListDistributions,"aws:cloudtrail","86.1.123.21",bob,"Boto/2.47.0 Python/2.7.13 Linux/4.4.0-104-generic"
"1515612677.000",330880777200,"us-east-1",ListUsers,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612677.000",266699175600,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612677.000",838668190800,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612677.000",320592350400,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612677.000",663540158800,"us-east-1",GetAccountPasswordPolicy,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612678.000",485512417600,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515612678.000",109830412000,"us-east-1",GetCallerIdentity,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515618812.000",240846275200,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515618812.000",641100616400,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515618872.000",241282760800,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515618872.000",723733955600,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515618932.000",127048526000,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515618932.000",707439888400,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515618992.000",848127150400,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515618993.000",796623600800,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515619052.000",400625842000,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515619052.000",729063485200,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515619315.000",86049009600,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515619315.000",684179220000,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515622315.000",113801130000,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515622315.000",457498905200,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515622472.000",727244536800,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622472.000",555321162800,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622532.000",337749816400,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622532.000",778820086000,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622592.000",44411751600,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622592.000",55973317600,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622652.000",785605039200,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622652.000",855063783600,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515622915.000",58925231600,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515622916.000",374013752000,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515624005.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515625059.000",145237643200,"sa-east-1",ListFunctions20150331,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515626312.000",466844321200,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515626312.000",522056722400,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515626493.000",111589815029,"us-west-2",AuthorizeSecurityGroupEgress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515626515.000",291270067600,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515626515.000",501036808000,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515627272.000",618360833600,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515627272.000",400186686400,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515627333.000",748234200000,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515627415.000",378840978000,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515627416.000",567253309200,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515629443.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515629443.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515629446.000",111589815029,"us-west-2",AuthorizeSecurityGroupEgress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515629447.000",111589815029,"us-west-2",AuthorizeSecurityGroupEgress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515630991.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515630991.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515632178.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515632178.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515632179.000",111589815029,"us-west-2",AuthorizeSecurityGroupIngress,"aws:cloudtrail","74.207.253.34",edith,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515632262.000",711988981200,"sa-east-1",ListFunctions20150331,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515634112.000",120251638400,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515634276.000",283618194000,"eu-west-1",ListBuckets,"aws:cloudtrail","86.1.123.21",bob,"[Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95]"
"1515634276.000",565427976400,"eu-west-1",ListFunctions20150331,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515634315.000",248883263200,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515634315.000",354685646400,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515637112.000",423883608000,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515637876.000",243733307600,"us-east-1",ListDistributions,"aws:cloudtrail","86.1.123.21",bob,"Boto/2.47.0 Python/2.7.13 Linux/4.4.0-104-generic"
"1515637876.000",764044812000,"us-east-1",ListDistributions,"aws:cloudtrail","86.1.123.21",bob,"Boto/2.47.0 Python/2.7.13 Linux/4.4.0-104-generic"
"1515637877.000",591515194800,"us-east-1",GetAccountPasswordPolicy,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515637877.000",91203651600,"us-east-1",ListUsers,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515637877.000",799672689600,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515637877.000",467104642800,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515637877.000",725674087200,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515637877.000",460076761600,"us-east-1",ListAccessKeys,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515637983.000",684301588800,"us-east-1",GetCallerIdentity,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515639212.000",5552623600,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639272.000",88690650000,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639273.000",824678698800,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639332.000",167171339600,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639332.000",843972483200,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639392.000",404174521200,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639392.000",539364950800,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639452.000",641724179200,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639453.000",630183389600,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639457.000",365965122800,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",718463428800,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",166416971200,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",618315008000,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",230660896000,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",168943630800,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",278690016400,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",445499360400,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",543320186400,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",140247640000,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",186949753600,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",280387623200,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639457.000",366558828000,"us-east-1",ListDistributions,"aws:cloudtrail","52.151.186.244",alice,"Boto/2.45.0 Python/2.7.13 Linux/3.2.0-67-virtual"
"1515639459.000",645277739200,"us-east-1",ListFunctions20150331,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515639676.000",667886350800,"eu-west-1",ListFunctions20150331,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515639676.000",749032522800,"eu-west-1",ListBuckets,"aws:cloudtrail","86.1.123.21",bob,"[Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95]"
"1515639715.000",173726624800,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515639716.000",142674471600,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515641012.000",180435772000,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515641012.000",38663495600,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515641432.000",133436447600,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515641492.000",592870588400,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515641492.000",634425214800,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515641552.000",457349595600,"us-east-1",ListFindings,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515641552.000",43491312800,"us-east-1",ListAssessmentRuns,"aws:cloudtrail","52.151.186.244",alice,"Boto3/1.4.1 Python/2.7.13 Linux/3.2.0-67-virtual Botocore/1.4.93"
"1515641815.000",734772725600,"eu-west-1",ListFindings,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
"1515641815.000",655316097200,"eu-west-1",ListAssessmentRuns,"aws:cloudtrail","86.1.123.21",bob,"Boto3/1.4.4 Python/2.7.13 Linux/4.4.0-104-generic Botocore/1.5.95"
